Step,Completed?,Item/Objective,Category,Location,Notes
829,FALSE,Olivinus Glintstone Crown,Helmet,Raya Lucaria Academy,"Behind Illusory Wall near Conspectus Scroll. Need to drop to ledge, follow around to cliff, then jump up"
830,FALSE,Ritual Pot,Consumable,Raya Lucaria Academy,"Return to the Schoolhouse Classroom SoG, continue right through the hall. Near the Large Warrior Jar in a chest"
831,FALSE,Stonesword Key,Key Item,Raya Lucaria Academy,Left of boss room behind illusory bookshelf
832,FALSE,Comet,Sorcery,Raya Lucaria Academy,Left of boss room behind illusory bookshelf
833,FALSE,Graven-School Talisman,Talisman,Raya Lucaria Academy,"From the illusory room behind the bookshelf, continue up the ladder and look for a spot where you can drop into another corridor. Drop down and follow this down a hole"
834,FALSE,Red Wolf of Radagan,Boss,Raya Lucaria Academy,Drops a Memory Stone
835,FALSE,Memory Stone,Key Item,Raya Lucaria Academy,Dropped by Red Wolf of Radagan in Raya Lucaria Academy
836,FALSE,Debate Parlor,SoG/Location,Raya Lucaria Academy,Appears after Red Wolf of Radagon Fight
837,FALSE,Cracked Pot,Consumable,Raya Lucaria Academy,"Past the Debate Parlor SoG, head out and take a sharp left up some stairs. Near the Warrior Jars"
838,FALSE,Radagon Icon,Talisman,Raya Lucaria Academy,"Past Debate Parlor SoG, courtyard, sharp right turn to corner of balcony, fall to balcony ledge below, go up ladder and in broken window. To the right in a chest"
839,FALSE,Stonesword Key,Key Item,Raya Lucaria Academy,Return to the Debate Parlor and head to the courtyard. In the courtyard near fountain
840,FALSE,Glintstone Whetblade,Key Item,Raya Lucaria Academy,Rubble to left in a room
841,FALSE,Golden Seed,Flask,Raya Lucaria Academy,"Left of courtyard, head North past iron maiden enemy, through the pillars by Golden Tree"
842,FALSE,Karolos Glintstone Crown,Helmet,Raya Lucaria Academy,"From Golden Tree, go to corner further to the left along the cliff edge and kill the crystal crab hidden in the bushes"
843,FALSE,Shortcut,Event,Raya Lucaria Academy,"From room with whetblade, go to higher level and jump off ledge, open a door to create shortcut to courtyard"
844,FALSE,Full Moon Crossbow,Crossbow,Raya Lucaria Academy,"Head to the rooftops by heading from the shortcut door to the Southwest railing, head Southwest, climb ladder. On rooftops to West and past marrionettes jump to roof, follow this around to the South, go in room and climb big ladder to reach top of bell tower. Open chest"
845,FALSE,Lazuli Glintstone Crown,Helmet,Raya Lucaria Academy,"From the Full Moon Crossbow or from the shortcut door, drop down to where you had to jump across before, and instead go West and then North into next tower. A few levels down there will be a crystal crab. Kill it for this crown"
846,FALSE,Imbued Sword Key,Key Item,Raya Lucaria Academy,"Continue dropping down from crystal crab enemy from before, then look for a ladder up. Climb this and walk across to smaller tower, on a corpse"
847,FALSE,Academy Glintstone Key,Quest Item,Raya Lucaria Academy,"Near end of rooftops and from the Imbued Glintstone Key, look for another rooftop that curves around open windows. Jump through windows to beams and to chandelier with a corpse and item on it"
848,FALSE,Shattering Crystal,Sorcery,Raya Lucaria Academy,"Drop from the chandelier, look for corpse"
849,FALSE,Twinsage Glintstone Crown,Helmet,Raya Lucaria Academy,"Exit to balcony corner, kill Crystal Crab which drops this"
850,FALSE,Azur's Glintstone Staff,Staff,Raya Lucaria Academy,"Another room from the church's higher level leads to a room full of crystals, just past a page enemy in a long corridor"
851,FALSE,Moongrum Carian Knight,Enemy,Raya Lucaria Academy,"Return to the Debate Parlor SoG and head back to the courtyard, go to Academy's final building by jumping the beams on the right. Run past boulder. Drops Carian Knight's Shield. If you time it right, you can go up the lift just past this enemy and have them fall below"
852,FALSE,Carian Knight's Shield,Medium Shield,Raya Lucaria Academy,Dropped by Moongrum Carian Knight
853,FALSE,Glintstone Scarab,Helmet,Raya Lucaria Academy,"In gate and to the left, jump to another building and take ladder. In a chest"
854,FALSE,Shortcut,Event,Raya Lucaria Academy,"Return to where you fought the Carian Knight, and head South again through the gate. Continue South through the corridor to open a shortcut back to the courtyard"
855,FALSE,"Renalla, Queen of the Full Moon",Boss,Raya Lucaria Academy,Lift past Moongrum. Drops Remembrance of the Full Moon Queen and Great Rune of the Unborn
856,FALSE,Remembrance of the Full Moon Queen,Remembrance,Raya Lucaria Academy,Dropped by Renalla. Given to Enia at the Roundtable Hold to get the Carian Regal Scepter or Rennala's Full Moon
857,FALSE,Raya Lucaria Grand Library,SoG/Location,Raya Lucaria Academy,Found after boss fight with Renalla
858,FALSE,Renalla,NPC,Raya Lucaria Academy,Speak to her to go through rebirth with larvel tear. Receive the Balled Up Gesture
859,FALSE,Balled Up,Gesture,Raya Lucaria Academy,Received by Renalla for doing rebirth the first time
860,FALSE,Glintstone Cometshard,Sorcery,Church of Vows,Give Conspectus Scroll to Miriel at Chruch of Vows
861,FALSE,Star Shower,Sorcery,Church of Vows,Give Conspectus Scroll to Miriel at Church of Vows
862,FALSE,Thops,NPC,East Liurnia,"Speak to Thops at the Church of Irith near the Lake Facing Cliffs SoG and give him the second Academy Glintstone Key. He gives you the Erudition Gesture. NOTE: If you did not purchase his sorceries, you will get his bell bearing after this step"
863,FALSE,Erudition,Gesture,East Liurnia,Given by Thops once you give him the Academy Glintstone Key
864,FALSE,Ash of War: Thops' Barrier,Ash of War,East Liurnia,"Reload the area once you've given Thops the spare Academy Glintstone Key, kill the scarab"
865,FALSE,Thops' Bell Bearing,Bell Bearing,Raya Lucaria Academy,Go outside the building with the Schoolhouse Classroom SoG to get this
866,FALSE,Thops' Barrier,Sorcery,Raya Lucaria Academy,Go outside the building with the Schoolhouse Classroom SoG to get this
867,FALSE,Academy Glintstone Staff,Staff,Raya Lucaria Academy,Go outside the building with the Schoolhouse Classroom SoG to get this
868,FALSE,Corhyn,NPC,Roundtable Hold,Speak to him and he will move to find Goldmask
869,FALSE,Enia,NPC,Roundtable Hold,Speak to Enia to receive a Talisman Pouch
870,FALSE,Talisman Pouch,Key Item,Roundtable Hold,Given by Enia for defeating Renalla
871,FALSE,Converted Fringe Tower,SoG/Location,East Liurnia,Return to this location via the Frenzied Flame Village Outskirts SoG and wear one of the Glintstone Crowns. Stand in front of the statue and use the Erudition Gesture
872,FALSE,Cannon of Haima,Sorcery,East Liurnia,In Converted Fringe Tower
873,FALSE,Gavel of Haima,Sorcery,East Liurnia,In Converted Fringe Tower
874,FALSE,Western Liurnia Part 1,Checkpoint,Western Liurnia,"Return to Sorcerer's Isle SoG.Liurnia has Grave Glovewort 2, 3, 4, Smithing Stone 1- 9, Somber Smithing Stone 2, 3, 4"
875,FALSE,Map: West Liurnia,Map,Western Liurnia,"From Sorcerer's Isle SoG, head North/Northwest to find the map"
876,FALSE,Northern Liurnia Lake Shore,SoG/Location,Western Liurnia,Just Southwest of the map location
877,FALSE,Carian Knight's Sword,Straight Sword,Western Liurnia,"South from Northern Liurnia Lake Shore SoG, follow road. In chest in a convoy"
878,FALSE,Jellyfish Shield,Greatshield,Western Liurnia,South from convoy surrounded by Jellyfish spirits
879,FALSE,Foot of the Four Belfries,SoG/Location,Western Liurnia,South from the Jellyfish Shield and Convoy
880,FALSE,The Four Belfries,SoG/Location,Western Liurnia,"From the Foot of the Four Belfries SoG, head up the path to the elevated area nearby. The SoG is at the top"
881,FALSE,Imbued Sword Key,Key Item,Western Liurnia,Found in chest at the top of the Four Belfries
882,FALSE,Chapel of Anticipation,SoG/Location,Western Liurnia,One of the Four Belfries. Access via the tower with the words saying "Precipice of Anticipation"
883,FALSE,Grafted Scion,Boss,Chapel of Anticipation,Drops Ornamental Straight Sword and Golden Beast Crest Shield
884,FALSE,Ornamental Straight Sword,Straight Sword,Chapel of Anticipation,Dropped by Grafted Scion boss in Chapel of Anticipation
885,FALSE,Golden Beast Crest Shield,Greatshield,Chapel of Anticipation,Dropped by Grafted Scion boss in Chapel of Anticipation
886,FALSE,The Stormhawk King,Key Item,Chapel of Anticipation,In room to right of starting area. These will be given to Nepheli Loux later
887,FALSE,Stormhawk Deenh,Spirit Ashes,Chapel of Anticipation,In room to right of starting area
888,FALSE,Nokron City Tower,SoG/Location,Western Liurnia,Next tower at Four Belfries from the Chapel of Anticipation. Message says "Night Sky Unceasing"
889,FALSE,Mottled Necklace,Talisman,Nokron City,"Found after taking teleport labeled ""Night Sky Unceasing"" from the Four Belfries. Drop down rocks and to ruin area, on corpse near edge"
890,FALSE,Cuckoo's Evergaol,Evergaol,Western Liurnia,"South from Foot of the Four Belfries SoG. Contains Bols, Carian Knight boss"
891,FALSE,"Bols, Carian Knight",Boss,Western Liurnia,Drops the Greatblade Phalanx
892,FALSE,Greatblade Phalanx,Sorcery,Western Liurnia,"Dropped by Bols, Carian Knight boss in the Cuckoo's Evergaol"
893,FALSE,Revenger's Shack,SoG/Location,Western Liurnia,South from Cuckoo's Evergaol
894,FALSE,Edgar the Revenger,Invader,Western Liurnia,Near Revenger's Shack. Drops Shabriri Grape and Banished Knight's Halberd +8. NOTE: This invasion can still be bugged. Recommended to not warp out of the area or rest at SoG. Kill as soon as you are invaded
895,FALSE,Shabriri Grape,Quest Item,Western Liurnia,Dropped by Edgar the Revenger invader. Needed for Hyetta's questline
896,FALSE,Banished Knight's Halberd +8,Halberd,Western Liurnia,Dropped by Edgar the Revenger invader
897,FALSE,Ash of War: Spinning Strikes,Ash of War,Western Liurnia,Attached to the Banished Knight's Halberd +8 that is dropped by Edgar
898,FALSE,Hyetta,NPC,East Liurnia,"Can be found near the Gate Town Bridge SoG. Give her the last Shabriri grape. Exhaust her dialogue, then rest, then speak to her again"
899,FALSE,Hyetta,NPC,East Liurnia,"Go to the Bellum Church and speak to her, and give her the Fingerprint Grape"
900,FALSE,Minor Erdtree,SoG/Location,Western Liurnia,Head South from the Revenger's Shack
901,FALSE,Erdtree Avatar,Boss,Western Liurnia,Located at the Western Liurnia Minor Erdtree. Drops Cerulean Crystal Tear and Ruptured Crystal Tear
902,FALSE,Cerulean Crystal Tear,Crystal Tear,Western Liurnia,Dropped by Erdtree Avatar in Western Liurnia
903,FALSE,Ruptured Crystal Tear,Crystal Tear,Western Liurnia,Dropped by Erdtree Avatar in Western Liurnia
904,FALSE,Ash of War: Sword Dance,Ash of War,Western Liurnia,"South of the Revenger's Shack SoG. Follow the cliff face along the right, down from the Minor Erdtree. Kill the scarab"
905,FALSE,Road's End Catacombs,SoG/Location,Western Liurnia,"South from the Ash of War: Sword Dance location, continue through rocky pass. Contains Grave Glovewort 2,3 and Ghost Glovewort 2"
906,FALSE,Watchdog's Staff,Colossal Weapon,Road's End Catacombs,Bottom of stairs hit an illusory wall
907,FALSE,Raya Lucaria Soldier Ashes,Spirit Ashes,Road's End Catacombs,End of catacomb behind an illusory wall
908,FALSE,Spirit-Caller Snail,Boss,Road's End Catacombs,"Climb stairs, base of second set, right and attack second archway, at the end hit wall again, then again for boss. Find and kill snail first, it is invisible and makes the fight with the crucible knight spirit unnecessary"
909,FALSE,Glintstone Sorcerer Ashes,Spirit Ashes,Road's End Catacombs,Dropped by Spirit-Caller Snail boss in Road's End Catacombs
910,FALSE,Converted Tower,SoG/Location,Western Liurnia,Southeast from Minor Erdtree. Stand in front of statue and use Erudition gesture until ladder appears. NOTE: you can climb up the broken wall to the right of the tower and enter the room without unlocking the gate
911,FALSE,Memory Stone,Key Item,Western Liurnia,Found in Converted Tower in Western Liurnia
912,FALSE,Kingsrealm Ruins,SoG/Location,Western Liurnia,Northeast from Northern Liurnia Lake Shore SoG
913,FALSE,Royal Revenant,Boss,Western Liurnia,Underground area of Kingsrealm Ruins. Hidden underneath illusory floor
914,FALSE,Frozen Needle,Thrusting Sword,Western Liurnia,Found in chest after Royal Revenant in Kingsrealm Ruins
915,FALSE,Ghost,Ghost,Western Liurnia,Found in the Kingsrealm Ruins. Speak to it for lore
916,FALSE,Road to the Manor,SoG/Location,Western Liurnia,Go through the illusory wall at the North part of the Kingsrealm Ruins to find the SoG
917,FALSE,Iji,NPC,Western Liurnia,Past the ruins. Speak to Iji about Blaidd. This unlocks the Carian Fligreed Crest in his inventory for purchase
918,FALSE,Carian Filigreed Crest,Talisman,Western Liurnia,Bought from Iji after starting his questline and speaking to him about Blaidd
919,FALSE,Main Caria Manor Gate,SoG/Location,Western Liurnia,Countinue toward the Manor in the North and activate the grace
920,FALSE,Ash of War: Hoarfrost Stomp,Ash of War,Western Liurnia,East of Main Caria Manor Gate SoG. Kill invisible scarab roaming the water
921,FALSE,Intelligence-Knot Crystal Tear,Crystal Tear,Western Liurnia,South from the Caria Manor at the bottom of the cliffs on a huge plate. Follow path nestled between some rock until you start seeing small hand enemies. Easiest to go from Sorcerer's Isle SoG at water level and head North
922,FALSE,Caria Manor,Checkpoint,Caria Manor,"Return to the Main Caria Manor Gate SoG. Contains Smithing Stone 3, 4, Somber Smithing Stone 3"
923,FALSE,Glintstone Craftsman's Cookbook 6,Cookbook,Caria Manor,"From the Main Caria Manor Gate SoG, head through gate and immediately go right. Look for a small room with a single enemy"
924,FALSE,Ice Crest Shield,Small Shield,Caria Manor,"From the small room in the East, continue North past the sorcerers and jump down when you see the large hand enemy and several smaller enemies. Found on a corpse"
925,FALSE,Carian Piercer,Sorcery,Caria Manor,"Near the large hand enemy where you found the Ice Crest Shield, look for scarab"
926,FALSE,Manor Lower Level,SoG/Location,Caria Manor,"Higher level, follow road from Caria Manor Gate SoG"
927,FALSE,Ghost,Ghost,Caria Manor,Found just below the Manor Lower Level SoG. Speak to it for lore
928,FALSE,Sword of Night and Flame,Straight Sword,Caria Manor,"Walkways, turn left at first tower after second one, look left at bridge, drop to platform, drop again to building. Take ladder into hole and find chest"
929,FALSE,Manor Upper Level,SoG/Location,Caria Manor,"Return to the Manor Lower Level if you went to retrieve the Sword of Night and Flame, and continue along the path to the stairs leading to a lift. Take the lift up"
