Step,Completed?,Item/Objective,Category,Location,Notes
853,FALSE,Leda's Armor,Chest Armor,Enir-Ilim,"Continue through the doorway to the East of this room. To the right, you will find this on Leda's corpse"
854,FALSE,Sir Ansbach,NPC,Enir-Ilim,Head up the stairs to the North. Take the lift up. Speak to Sir Ansbach and exhaust dialogue. Ask about the other NPCs
855,FALSE,Divine Gate Front Staircase,SoG/Location,Enir-Ilim,Continue up the stairs and find this SoG before the boss fog
856,FALSE,Sir Ansbach,Summon,Enir-Ilim,You can summon Sir Ansbach for the fight against Promised Consort Radahn
857,FALSE,Promised Consort Radahn,Boss,Enir-Ilim,"Just past the Divine Gate Front Staircase SoG. Drops the remembrance of a God and a Lord. NOTE: At certain points in the fight, the boss will try to grab you and put a spell on you. Let him do this twice to get the Let Us Go Together gesture"
858,FALSE,remembrance of a God and a Lord,Remembrance,Enir-Ilim,Dropped by Promised Consort Radahn. NOTE: YOU WILL NEED TO DUPLICATE THIS REMEMBRANCE IF YOU WANT EVERYTHING IN TWO PLAYTHROUGHS
859,FALSE,Gate of Divinity,SoG/Location,Enir-Ilim,Found in the Promised Consort Radahn boss arena after defeat
860,FALSE,Thiollier's Hidden Needle,Fist,Enir-Ilim,Found in the Promised Consort Radahn boss arena after defeat
861,FALSE,Thiollier's Set,Armor Set,Enir-Ilim,Found in the Promised Consort Radahn boss arena after defeat
862,FALSE,Obsidian Lamina,Reaper,Enir-Ilim,Found in the Promised Consort Radahn boss arena after defeat
863,FALSE,Furious Blade of Ansbach,Incantation,Enir-Ilim,Found in the Promised Consort Radahn boss arena after defeat
864,FALSE,Ansbach's Set,Armor Set,Enir-Ilim,Found in the Promised Consort Radahn boss arena after defeat
865,FALSE,Let Us Go Together,Gesture,Enir-Ilim,Head to the center of the arena to find this. NOTE: Only obtainable if you let the boss grab you twice for his spell
866,FALSE,Touch Memory,Event,Enir-Ilim,Touch the glowing light in the center of the arena to get this cutscene. Doing so will grant you the Circlet of Light
867,FALSE,Circlet of Light,Helmet,Enir-Ilim,Given to the player after interacting with the light in the center of the Promised Consort Radahn boss arena and watching the cut scene
868,FALSE,St. Trina's Blossom,Helmet,Stone Coffin Fissure,Return to where you met St. Trina before in the Garden of Deep Purple and you will find this on the ground
869,FALSE,Remembrance/Boss Armor Section,Checkpoint,Elden Ring,"At any point after you beat bosses and/or receive their remembrance, you can continue to Roundtable hold to get things from Enia. NOTE: There are only a few locations where you can duplicate a remembrance in the DLC. to get every item in two playthroughs, you will need to duplicate the Remembrance of a God and a Lord on one of the playthroughs as there are three items you can receive. Because Messmer and Romina are required to get to the final boss of the DLC each time, it is recommended not to duplicate their remembrance. Metyr (Count Ymir questline) is also required to defeat in two playthroughs, so you shouldn't duplicate their remembrance either. This leaves you with two remembrances you can duplicate on the first playthrough, and three you can duplicate on the second playthrough, making FIVE of the TEN DLC remembrance bosses optional"
870,FALSE,Sword Lance,Heavy Thrusting Sword,Roundtable,Received for trading the Remembrance of the WIld Boar Rider to Enia at Roundtable
871,FALSE,Blades of Stone,Sorcery,Roundtable,Received for trading the Remembrance of the WIld Boar Rider to Enia at Roundtable
872,FALSE,Spear of the Impaler,Great Spear,Roundtable,Received for trading the Remembrance of the Impaler to Enia at Roundtable
873,FALSE,Messmer's Orb,Incantation,Roundtable,Received for trading the Remembrance of the Impaler to Enia at Roundtable
874,FALSE,Shadow Sunflower Blossom,Colossal Weapon,Roundtable,Received for trading the Remembrance of the Shadow Sunflower to Enia at Roundtable
875,FALSE,Land of Shadow,Incantation,Roundtable,Received for trading the Remembrance of the Shadow Sunflower to Enia at Roundtable
876,FALSE,Rellana's Twinblade,Light Greatsword,Roundtable,Received for trading the Remembrance of the Twin Moon Knight to Enia at Roundtable
877,FALSE,Rellana's Twin Moons,Sorcery,Roundtable,Received for trading the Remembrance of the Twin Moon Knight to Enia at Roundtable
878,FALSE,Poleblade of the Bud,Halberd,Roundtable,Received for trading the Remembrance of the Saint of the Bud to Enia at Roundtable
879,FALSE,Rotten Butterflies,Incantation,Roundtable,Received for trading the Remembrance of the Saint of the Bud to Enia at Roundtable
880,FALSE,Enraged Divine Beast,Talisman,Roundtable,Received for trading the Remembrance of the Dancing Lion to Enia at Roundtable
881,FALSE,Ash of War; Divine Beast Frost Stomp,Ash of War,Roundtable,Received for trading the Remembrance of the Dancing Lion to Enia at Roundtable
882,FALSE,Greatsword of Radahn (Lord),Colossal Weapon,Roundtable,Received for trading the remembrance of a God and a Lord to Enia at Roundtable
883,FALSE,Greatsword of Radahn (Light),Colossal Weapon,Roundtable,Received for trading the remembrance of a God and a Lord to Enia at Roundtable
884,FALSE,Light of Miquella,Incantation,Roundtable,Received for trading the remembrance of a God and a Lord to Enia at Roundtable
885,FALSE,Greatsword of Damnation,Greatsword,Roundtable,Received for trading the Remembrance of the Lord of Frenzied Flame to Enia at Roundtable
886,FALSE,Midra's Flame of Frenzy,Incantation,Roundtable,Received for trading the Remembrance of the Lord of Frenzied Flame to Enia at Roundtable
887,FALSE,Staff of the Great Beyond,Staff,Roundtable,Received for trading the Remembrance of the Mother of Fingers to Enia at Roundtable
888,FALSE,Gazing Finger,Colossal Weapon,Roundtable,Received for trading the Remembrance of the Mother of Fingers to Enia at Roundtable
889,FALSE,Putrescence Cleaver,Greataxe,Roundtable,Received for trading in the Remembrance of Putrescence to Enia at Roundtable
890,FALSE,Vortex of Putrescence,Sorcery,Roundtable,Received for trading in the Remembrance of Putrescence to Enia at Roundtable
891,FALSE,Rellana's Set,Armor Set,Roundtable,Speak to Enia once you defeat this boss to obtain their armor set
892,FALSE,Messmer's Set,Armor Set,Roundtable,Speak to Enia once you defeat this boss to obtain their armor set
893,FALSE,Gaius Set,Armor Set,Roundtable,Speak to Enia once you defeat this boss to obtain their armor set
894,FALSE,Young Lion's Set,Armor Set,Roundtable,Speak to Enia once you defeat this boss to obtain their armor set
895,FALSE,Farming Section,Checkpoint,Elden Ring,There are no areas that are locked out at any point in the game so 
896,FALSE,Ascetic's Set,Armor Set,"Belurat, Tower Settlement","From the Stagefront SoG, head down the stairs to the West. You'll find a curseblade ascetic to fight"
897,FALSE,Horned Warrior Set,Armor Set,"Belurat, Tower Settlement",A Horned Warrior is found near the second SoG in Belurat
898,FALSE,Black Knight Set,Armor Set,Castle Ensis,A Black Knight is found near the Castle Ensis Checkpoint that respawns
899,FALSE,Messmer Soldier Set,Armor Set,Castle Ensis,"From the Castle Front SoG, head back toward the great bridge and into the camp. Lots of soldiers here to farm for their armor"
900,FALSE,Messmer Soldier Shield,Medium Shield,Castle Ensis,"From the Castle Front SoG, head back toward the great bridge and into the camp. Lots of soldiers here to farm for their shield"
901,FALSE,Messmer Soldier's Axe,Axe,Castle Ensis,"From the Castle Front SoG, head back toward the great bridge and into the camp. Lots of soldiers here to farm"
902,FALSE,Messmer Soldier's Spear,Great Spear,Castle Ensis,"From the Castle Front SoG, head back toward the great bridge and into the camp. Lots of soldiers here to farm"
903,FALSE,Common Soldier Set,Armor Set,Castle Ensis,"From the Castle Front SoG, head back toward the great bridge and into the camp. Lots of soldiers here to farm for their armor"
904,FALSE,Divine Bird Warrior Set,Armor Set,Ancient Ruins of Rauh,"From the Church of the Bud, Main Entrance, head East and off the ledge. Farm from the Divine Bird Warrior in the middle of the water"
905,FALSE,Shadow Militiaman Set,Armor Set,Shadow Keep,"From the Main Gate Plaza SoG, after you open the shortcut, you can head East and find several of these enemies"
906,FALSE,Fire Knight Set,Armor Set,Shadow Keep,Multiple found in Shadow Keep. Easiest location is the Storehouse Loft. Drop off to the North. Head down the stairs and to the right to find one to kick off the ledge. Then you can take the ladder down and drop into the room to loot its corpse 
907,FALSE,Divine Beast Set,Armor Set,Enir-Ilim,"From the Spiral Rise SoG, head out the door and down the stairs. Continue down the stairs and you will find the lightning Divine Beast who you can farm for this"
908,FALSE,Fire Knight Shortsword,Shortsword,Shadow Keep,"Drops from the Fire Knights in Shadow Keep. The Storehouse, Seventh Floor is the closest to farm"
909,FALSE,Fire Knight Greatsword,Colossal Weapon,Shadow Keep,"Drops from the Fire Knight Wielding this weapon. Only one is available to farm. From the Storehouse, First Floor SoG, head back down the lift, then you can farm this Fire Knight just outside"
910,FALSE,Lizard Greatsword,Greatsword,Darklight Catacombs,Farmed off of the imps that wield this weapon. Darklight Catacombs is a great spot to farm these. 
911,FALSE,Curseblade's Cirque,Backhand Blade,"Belurat, Tower Settlement","From the Stagefront SoG, head down the stairs to the West. You'll find a curseblade ascetic to fight"
912,FALSE,Forked-Tongue Hatcher,Axe,Scorpion River Catacombs,Dropped by imps that wield this. Best spot is the Scorpion River Catacombs
913,FALSE,Bloodfiend's Fork,Spear,Rivermouth Cave,Dropped by Bloodfiend enemies that wield these. Head into Rivermouth Cave to find these down in the hole. Several can be farmed in here
914,FALSE,Golem Fist,Fist,Taylew's Ruined Forge,Farmed off of the golem enemies in Taylew's Ruined Forge
